group,case,num_rows,operation,backend,time_ms,latency_over_ddc,winner,source_operation,source_file,replicates,min_ms,max_ms
job,cast_info_person_id,36244344,AND,DDC,8.3e-05,1.0,DDC,AND_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,8.3e-05,8.3e-05
job,cast_info_person_id,36244344,AND,CRoaring,0.000127,1.5301204819277108,DDC,AND_op,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/job/r*_cast_info_person_id.csv,3,0.000121,0.000142
job,cast_info_person_id,36244344,AND,WAH,0.000317,3.819277108433735,DDC,AND_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000317,0.000317
job,cast_info_person_id,36244344,AND,EWAH,0.000145,1.7469879518072289,DDC,AND_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000145,0.000145
job,cast_info_person_id,36244344,NOT,DDC,0.000326,1.0,EWAH,NOT_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000326,0.000326
job,cast_info_person_id,36244344,NOT,CRoaring,0.034474,105.7484662576687,EWAH,NOT_op,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/job/r*_cast_info_person_id.csv,3,0.034428,0.03461
job,cast_info_person_id,36244344,NOT,WAH,0.000138,0.42331288343558277,EWAH,NOT_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000138,0.000138
job,cast_info_person_id,36244344,NOT,EWAH,0.000111,0.34049079754601225,EWAH,NOT_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000111,0.000111
job,cast_info_person_id,36244344,COMP,DDC,0.001829,1.0,EWAH,COMP_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.001829,0.001829
job,cast_info_person_id,36244344,COMP,CRoaring,0.036614,20.01858939311099,EWAH,COMP_op_native,combit-cr-native-20260820/experiments/cr_native_no_btv_20260820/raw/job/r*_cast_info_person_id.csv,3,0.036441,0.036967
job,cast_info_person_id,36244344,COMP,WAH,0.002165,1.1837069436850738,EWAH,COMP_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.002165,0.002165
job,cast_info_person_id,36244344,COMP,EWAH,0.000803,0.43903772553307824,EWAH,COMP_op,R3W1_realworld_excel_20260809/job_unified10/job-unified10-logical.csv,1,0.000803,0.000803
